ID	Education	Income	Recency	MntWines	MntFruits	MntMeatProducts	MntFishProducts	MntSweetProducts	MntGoldProds	NumDealsPurchases	NumWebPurchases	NumCatalogPurchases	NumStorePurchases	NumWebVisitsMonth	Response	Complain	Country	Customer_Age	Customer_Enrollment_Days	Marital_Status_Mapped	Family_Size	MntTotal	TotalPurchases	Num_Accepted	Campaign_Engagement	Cluster	Cluster Category
5527	Graduation	22434.0	25	4	12	11	3	13	15	2	2	0	3	8	0	0	Spain	37	4262	2	3	58	7	0	Not Engaged	0	Cluster 1
5628	Graduation	61416.0	25	848	154	323	201	61	78	1	10	3	10	6	0	0	USA	42	4267	2	2	1665	24	1	Not Engaged	2	Cluster 3
7627	Master	92163.0	25	817	183	797	106	163	20	0	5	11	5	2	1	0	Spain	49	4325	2	2	2086	21	2	Moderately Engaged	2	Cluster 3
1351	Master	58656.0	25	962	12	194	16	24	12	4	7	8	13	6	0	0	Spain	68	4408	2	3	1220	32	1	Not Engaged	1	Cluster 2
10395	Basic	8940.0	25	1	45	3	4	6	42	3	3	1	3	8	0	0	Spain	38	4437	1	2	101	10	0	Not Engaged	0	Cluster 1
6961	Graduation	26751.0	26	1	1	5	0	3	1	1	1	0	2	8	0	0	Spain	50	3799	2	4	11	4	0	Not Engaged	0	Cluster 1
10196	Graduation	71427.0	26	212	123	177	15	64	23	2	8	2	8	4	0	0	USA	46	3870	2	4	614	20	0	Not Engaged	1	Cluster 2
6182	Graduation	26646.0	26	11	4	20	10	3	5	2	2	0	4	6	0	0	USA	40	3900	2	3	53	8	0	Not Engaged	0	Cluster 1
10432	Graduation	19346.0	26	2	0	9	3	6	2	1	1	0	3	8	0	0	Canada	50	3911	1	2	22	5	0	Not Engaged	0	Cluster 1
1542	Graduation	56243.0	26	347	0	35	4	3	7	6	4	2	8	5	0	0	USA	49	3942	1	4	396	20	0	Not Engaged	1	Cluster 2
4220	PhD	59892.0	26	73	0	13	0	1	0	1	2	1	3	3	0	0	Canada	54	4000	2	3	87	7	0	Not Engaged	0	Cluster 1
4141	Graduation	71613.0	26	426	49	127	111	21	42	1	8	2	10	4	0	0	USA	59	4073	2	2	776	21	0	Not Engaged	1	Cluster 2
1940	Graduation	25252.0	26	1	3	4	2	2	6	1	1	0	2	8	0	0	Australia	38	4113	2	3	18	4	0	Not Engaged	0	Cluster 1
1506	Graduation	42160.0	26	48	9	45	3	15	20	4	2	1	4	6	1	0	Spain	49	4127	1	3	140	11	0	Not Engaged	0	Cluster 1
6347	Basic	15862.0	26	1	1	4	11	9	10	1	1	0	3	8	0	0	Spain	45	4128	1	2	36	5	0	Not Engaged	0	Cluster 1
1361	Master	82584.0	26	1076	68	103	29	91	68	1	3	4	8	1	1	0	Spain	50	4151	2	2	1435	16	2	Moderately Engaged	2	Cluster 3
9422	Graduation	38360.0	26	36	2	42	20	21	10	2	2	1	4	3	0	0	Australia	35	4155	2	3	131	9	0	Not Engaged	0	Cluster 1
1081	PhD	75283.0	26	733	9	180	12	19	66	11	6	3	5	4	0	0	Saudi Arabia	67	4220	2	5	1019	25	0	Not Engaged	1	Cluster 2
7458	Master	34941.0	26	39	2	25	4	3	24	2	3	0	3	8	0	0	Australia	68	4241	2	4	97	8	0	Not Engaged	0	Cluster 1
1012	Graduation	61823.0	26	523	7	134	37	14	169	4	8	2	10	7	0	0	Australia	72	4257	1	2	884	24	0	Not Engaged	1	Cluster 2
5453	Master	90226.0	26	1083	108	649	253	151	108	1	4	7	12	2	0	0	Saudi Arabia	68	4402	2	2	2352	24	1	Not Engaged	2	Cluster 3
6818	Graduation	44989.0	26	98	0	106	49	10	106	5	5	1	5	6	0	0	Spain	50	4416	2	3	369	16	0	Not Engaged	1	Cluster 2
7807	Graduation	44989.0	26	98	0	106	49	10	106	5	5	1	5	6	0	0	Spain	50	4416	2	3	369	16	0	Not Engaged	1	Cluster 2
7532	Graduation	43586.0	26	99	2	11	4	0	16	3	3	0	4	8	0	0	Germany	44	4429	2	3	132	10	0	Not Engaged	0	Cluster 1
8346	Graduation	32233.0	26	138	15	35	25	11	72	2	6	2	2	9	1	0	Spain	50	4440	1	2	296	12	1	Not Engaged	0	Cluster 1
5564	Graduation	62882.0	26	509	133	497	78	24	97	2	7	5	6	4	0	0	Australia	55	4450	2	3	1338	20	0	Not Engaged	2	Cluster 3
3267	Master	57288.0	27	527	0	21	0	0	60	3	8	1	8	6	0	0	Canada	61	3765	2	3	608	20	1	Not Engaged	1	Cluster 2
3091	2n Cycle	75774.0	27	340	21	134	258	14	56	1	7	5	8	4	0	0	Saudi Arabia	43	3819	2	3	823	21	0	Not Engaged	2	Cluster 3
762	2n Cycle	75774.0	27	340	21	134	258	14	56	1	7	5	8	4	0	0	Spain	43	3819	2	3	823	21	0	Not Engaged	2	Cluster 3
8029	Master	90247.0	27	1184	32	352	21	16	16	1	3	4	7	1	1	0	USA	36	3822	1	1	1621	15	3	Moderately Engaged	2	Cluster 3
4376	2n Cycle	32218.0	27	10	24	15	13	1	30	1	2	1	3	7	1	0	Spain	64	3895	1	1	93	7	1	Not Engaged	0	Cluster 1
10981	Graduation	84219.0	27	434	137	400	45	137	45	1	3	4	10	1	0	0	Saudi Arabia	36	3908	2	2	1198	18	0	Not Engaged	2	Cluster 3
486	Graduation	84219.0	27	434	137	400	45	137	45	1	3	4	10	1	0	0	Canada	36	3908	2	2	1198	18	0	Not Engaged	2	Cluster 3
1158	Graduation	48877.0	27	102	1	15	2	0	24	1	3	0	4	7	0	0	Spain	58	3936	1	2	144	8	0	Not Engaged	0	Cluster 1
9119	Graduation	60905.0	27	208	17	76	36	17	38	2	3	3	7	2	0	0	USA	74	3967	2	3	392	15	0	Not Engaged	1	Cluster 2
6694	Graduation	75236.0	27	438	66	400	12	38	114	1	8	3	13	4	0	0	Spain	60	3977	2	3	1068	25	0	Not Engaged	2	Cluster 3
10573	Graduation	62551.0	27	125	16	98	134	21	27	1	6	7	4	3	0	0	India	71	3984	1	1	421	18	1	Not Engaged	1	Cluster 2
10140	PhD	70123.0	27	1308	0	396	23	0	0	1	5	7	4	3	0	0	India	41	4035	2	2	1727	17	2	Moderately Engaged	2	Cluster 3
2286	Graduation	50785.0	27	64	1	21	0	1	27	2	2	1	3	6	0	0	Canada	62	4053	1	3	114	8	0	Not Engaged	0	Cluster 1
8420	2n Cycle	15315.0	27	7	4	13	15	8	17	2	2	0	4	5	0	0	Spain	54	4091	2	2	64	8	0	Not Engaged	0	Cluster 1
10065	2n Cycle	15315.0	27	7	4	13	15	8	17	2	2	0	4	5	0	0	Spain	54	4091	2	2	64	8	0	Not Engaged	0	Cluster 1
1029	PhD	64413.0	27	200	5	44	0	10	20	1	5	1	5	5	0	0	Spain	54	4093	2	3	279	12	0	Not Engaged	0	Cluster 1
4207	PhD	87171.0	27	1001	44	107	58	44	44	1	6	7	11	2	0	0	Spain	43	4185	2	2	1298	25	2	Moderately Engaged	2	Cluster 3
10277	Graduation	30081.0	27	36	0	2	0	0	4	1	1	0	3	7	0	0	Spain	63	4254	1	2	42	5	0	Not Engaged	0	Cluster 1
4436	Graduation	20180.0	27	18	42	24	15	20	18	1	2	1	4	7	0	0	Spain	48	4255	1	1	137	8	0	Not Engaged	0	Cluster 1
2929	Graduation	20180.0	27	18	42	24	15	20	18	1	2	1	4	7	0	0	Spain	48	4255	1	1	137	8	0	Not Engaged	0	Cluster 1
6281	Graduation	55686.0	27	673	0	199	37	47	26	2	6	3	5	4	0	0	Spain	58	4261	1	2	982	16	1	Not Engaged	1	Cluster 2
10390	2n Cycle	26887.0	27	6	7	4	3	4	6	1	1	0	3	6	0	0	Spain	65	4265	2	3	30	5	0	Not Engaged	0	Cluster 1
2574	PhD	61996.0	27	1050	12	144	0	0	24	3	6	4	8	5	1	0	Spain	47	4275	2	3	1230	21	3	Moderately Engaged	1	Cluster 2
709	Graduation	51537.0	27	787	20	204	0	0	92	3	2	2	11	8	0	0	Saudi Arabia	72	4328	1	2	1103	18	0	Not Engaged	1	Cluster 2
5955	Graduation	72025.0	27	833	33	549	151	133	233	1	4	3	8	3	0	0	Spain	62	4350	2	2	1932	16	0	Not Engaged	2	Cluster 3
8486	Master	30538.0	27	284	0	52	8	3	20	4	9	0	4	10	0	0	Spain	53	4397	2	3	367	17	0	Not Engaged	1	Cluster 2
10343	2n Cycle	61618.0	27	605	91	399	0	45	205	2	3	6	8	3	0	0	India	33	4399	1	1	1345	19	0	Not Engaged	2	Cluster 3
6652	Graduation	77343.0	28	227	151	573	98	54	31	1	3	4	9	1	0	0	Canada	59	3781	2	2	1134	17	0	Not Engaged	2	Cluster 3
8746	Graduation	75433.0	28	800	0	297	0	34	57	2	2	5	10	6	0	0	Spain	35	3846	2	3	1188	19	2	Moderately Engaged	1	Cluster 2
4686	PhD	82571.0	28	861	31	558	62	95	79	0	6	5	13	2	0	0	Spain	62	3849	1	1	1686	24	1	Not Engaged	2	Cluster 3
3551	Master	60033.0	28	62	1	57	19	11	48	2	2	1	5	2	0	0	Spain	70	3853	2	3	198	10	0	Not Engaged	0	Cluster 1
4338	Graduation	39062.0	28	23	0	9	0	0	12	1	1	0	3	4	0	0	Spain	41	3857	1	2	44	5	1	Not Engaged	0	Cluster 1
4444	Graduation	30023.0	28	11	0	16	7	6	21	1	2	0	3	8	0	0	Spain	52	3858	2	3	61	6	0	Not Engaged	0	Cluster 1
498	Graduation	30015.0	28	25	0	22	2	3	5	2	1	0	4	5	0	0	Spain	54	3908	1	2	57	7	0	Not Engaged	0	Cluster 1
8230	Graduation	33228.0	28	22	2	31	7	4	5	1	2	0	3	7	0	0	Spain	44	3918	2	3	71	6	0	Not Engaged	0	Cluster 1
2826	Graduation	22574.0	28	25	0	8	2	0	2	2	2	0	3	7	0	0	Spain	57	4005	2	5	37	7	0	Not Engaged	0	Cluster 1
6222	Graduation	22574.0	28	25	0	8	2	0	2	2	2	0	3	7	0	0	Spain	57	4005	2	5	37	7	0	Not Engaged	0	Cluster 1
7352	Graduation	55267.0	28	161	28	136	32	3	45	4	3	4	6	3	0	0	Canada	67	4012	2	3	405	17	0	Not Engaged	1	Cluster 2
10928	Graduation	66886.0	28	315	4	62	41	31	146	2	7	1	7	5	0	0	Spain	66	4047	2	3	599	17	0	Not Engaged	1	Cluster 2
10736	Graduation	72258.0	28	522	0	522	227	120	134	2	6	9	5	2	0	0	Canada	53	4051	1	2	1525	22	0	Not Engaged	2	Cluster 3
10163	PhD	82733.0	28	712	50	420	65	38	38	1	8	4	7	4	1	0	Spain	40	4053	1	1	1323	20	0	Not Engaged	2	Cluster 3
6168	Graduation	45146.0	28	33	0	5	0	0	15	2	1	1	2	4	0	0	India	61	4110	1	3	53	6	0	Not Engaged	0	Cluster 1
4656	2n Cycle	51250.0	28	342	32	230	34	32	40	5	10	5	4	9	0	0	Saudi Arabia	34	4217	1	2	710	24	1	Not Engaged	1	Cluster 2
626	Graduation	32871.0	28	22	2	12	0	2	5	1	1	0	3	4	0	0	USA	73	4238	2	4	43	5	0	Not Engaged	0	Cluster 1
3870	2n Cycle	63855.0	28	359	35	314	93	116	89	1	7	3	13	4	0	0	Germany	46	4266	2	2	1006	24	0	Not Engaged	2	Cluster 3
6299	PhD	42564.0	28	324	48	186	39	18	198	6	6	8	4	7	1	0	Canada	56	4304	1	2	813	24	1	Not Engaged	1	Cluster 2
7798	2n Cycle	46344.0	28	233	20	57	8	20	91	4	7	1	5	7	0	0	Canada	52	4323	2	3	429	17	0	Not Engaged	1	Cluster 2
9973	Graduation	50437.0	28	370	9	92	6	9	4	3	7	1	8	7	0	0	Spain	61	4381	2	4	490	19	0	Not Engaged	1	Cluster 2
4299	Graduation	70971.0	28	1001	17	572	93	125	17	7	11	11	5	7	1	0	Spain	64	4407	2	3	1825	34	0	Not Engaged	2	Cluster 3
10971	Graduation	37774.0	28	173	8	107	7	2	176	4	7	2	3	9	1	1	Spain	47	4425	1	3	473	16	1	Not Engaged	1	Cluster 2
9931	PhD	4023.0	29	5	0	1	1	1	1	15	0	0	0	19	0	0	Spain	61	3767	2	4	9	15	0	Not Engaged	0	Cluster 1
6679	Graduation	33279.0	29	10	3	3	0	0	0	1	0	0	3	3	0	0	Spain	58	3778	1	1	16	4	0	Not Engaged	0	Cluster 1
5961	Graduation	42693.0	29	8	4	20	6	3	16	1	1	0	3	5	0	0	Spain	46	3783	2	3	57	5	0	Not Engaged	0	Cluster 1
6255	Master	70545.0	29	138	39	63	55	18	21	1	4	1	7	2	0	0	Australia	72	3787	2	3	334	13	0	Not Engaged	1	Cluster 2
8614	Graduation	65486.0	29	245	19	125	37	67	14	1	4	2	10	2	0	0	Australia	67	3809	1	2	507	17	0	Not Engaged	1	Cluster 2
7828	Master	77882.0	29	68	129	396	188	22	15	1	3	3	5	1	0	0	Saudi Arabia	43	3821	2	2	818	12	0	Not Engaged	2	Cluster 3
1277	Graduation	78468.0	29	434	22	388	104	22	34	1	10	7	10	4	0	0	USA	64	3842	2	2	1004	28	1	Not Engaged	2	Cluster 3
3595	Graduation	77226.0	29	631	43	239	128	76	21	2	6	8	12	3	0	0	Spain	61	3882	2	3	1138	28	0	Not Engaged	2	Cluster 3
5735	Master	90638.0	29	1156	120	915	94	144	96	1	3	4	10	1	0	0	Spain	33	3897	1	1	2525	18	1	Not Engaged	2	Cluster 3
5350	Master	90638.0	29	1156	120	915	94	144	96	1	3	4	10	1	1	0	Saudi Arabia	33	3897	1	1	2525	18	1	Not Engaged	2	Cluster 3
4137	Graduation	70666.0	29	398	40	367	119	122	30	1	7	4	4	4	0	0	Australia	76	3966	2	2	1076	16	0	Not Engaged	2	Cluster 3
6357	2n Cycle	59052.0	29	230	35	75	63	57	31	3	7	1	7	5	0	0	Saudi Arabia	65	3985	1	2	491	18	0	Not Engaged	1	Cluster 2
9316	Basic	13084.0	29	2	0	7	3	7	10	1	1	0	3	6	0	0	USA	72	4000	2	2	29	5	0	Not Engaged	0	Cluster 1
3578	Graduation	49160.0	29	122	21	43	25	10	15	2	3	1	6	6	0	0	Spain	75	4013	1	2	236	12	0	Not Engaged	0	Cluster 1
153	Graduation	23272.0	29	19	3	6	4	2	12	1	1	0	3	4	0	0	Spain	71	4016	1	1	46	5	0	Not Engaged	0	Cluster 1
10524	Master	49476.0	29	386	23	95	54	41	196	4	2	11	5	2	0	0	Canada	61	4135	1	2	795	22	0	Not Engaged	1	Cluster 2
1518	Master	62694.0	29	379	6	157	25	91	91	5	9	3	7	7	0	0	Spain	59	4138	2	4	749	24	0	Not Engaged	1	Cluster 2
2036	PhD	57906.0	29	243	11	119	10	3	15	3	4	2	8	4	0	0	India	51	4144	2	3	401	17	0	Not Engaged	1	Cluster 2
9495	Graduation	71853.0	29	358	108	413	141	97	32	1	2	8	6	1	0	0	Spain	42	4178	2	2	1149	17	0	Not Engaged	2	Cluster 3
2631	Graduation	71853.0	29	358	108	413	141	97	32	1	2	8	6	1	0	0	Spain	42	4178	2	2	1149	17	0	Not Engaged	2	Cluster 3
6312	Graduation	65031.0	29	258	107	291	84	37	86	4	10	3	13	7	0	0	Germany	65	4230	2	3	863	30	0	Not Engaged	1	Cluster 2
615	Graduation	30507.0	29	65	36	74	38	20	110	1	5	1	4	7	0	0	Spain	64	4236	2	2	343	11	0	Not Engaged	0	Cluster 1
4406	Graduation	67419.0	29	846	84	352	91	56	42	4	9	4	8	5	0	0	Canada	54	4290	2	3	1471	25	0	Not Engaged	2	Cluster 3
10061	Graduation	59462.0	29	724	17	143	0	8	196	2	9	2	12	7	0	0	USA	74	4301	2	3	1088	25	0	Not Engaged	1	Cluster 2
10619	Graduation	95529.0	29	770	29	890	250	27	24	1	7	3	7	3	1	0	Saudi Arabia	30	4334	1	1	1990	18	1	Not Engaged	2	Cluster 3
4945	Graduation	53653.0	29	815	10	239	28	10	108	2	10	4	12	6	0	0	Spain	71	4360	1	1	1210	28	0	Not Engaged	1	Cluster 2
1777	Basic	25965.0	29	2	2	11	41	7	11	1	2	0	3	8	0	0	Spain	44	4421	2	2	74	6	0	Not Engaged	0	Cluster 1
4023	Graduation	22979.0	29	16	17	19	20	21	22	3	3	2	2	8	1	0	Spain	54	4422	2	3	115	10	0	Not Engaged	0	Cluster 1
7922	PhD	64950.0	29	819	0	72	12	0	63	2	11	2	10	7	0	0	Saudi Arabia	73	4447	1	2	966	25	1	Not Engaged	1	Cluster 2
10699	Graduation	44322.0	30	46	0	40	3	0	3	2	3	0	3	8	0	0	Saudi Arabia	39	3774	2	3	92	8	0	Not Engaged	0	Cluster 1
7516	Graduation	30096.0	30	5	3	11	12	5	9	1	2	0	3	6	0	0	Germany	41	3799	2	3	45	6	0	Not Engaged	0	Cluster 1
3129	Graduation	30096.0	30	5	3	11	12	5	9	1	2	0	3	6	0	0	Spain	41	3799	2	3	45	6	0	Not Engaged	0	Cluster 1
5121	Graduation	56628.0	30	479	5	82	7	17	171	2	7	6	5	5	0	0	Canada	47	3861	1	2	761	20	1	Not Engaged	1	Cluster 2
2186	2n Cycle	82326.0	30	938	142	754	159	81	183	1	5	10	6	2	1	0	Spain	47	3872	2	2	2257	22	3	Moderately Engaged	2	Cluster 3
10548	Graduation	71163.0	30	283	17	372	138	106	44	1	3	8	12	1	0	0	Germany	29	3873	1	1	960	24	0	Not Engaged	2	Cluster 3
6384	Graduation	71022.0	30	909	12	278	0	12	242	3	5	2	11	8	0	0	USA	46	3899	1	2	1453	21	1	Not Engaged	1	Cluster 2
2625	2n Cycle	42607.0	30	156	29	56	30	32	47	2	3	2	7	3	0	0	Saudi Arabia	70	3985	1	2	350	14	0	Not Engaged	1	Cluster 2
1676	Graduation	43057.0	30	213	2	44	0	2	5	4	4	2	5	5	0	0	Spain	49	4003	2	3	266	15	0	Not Engaged	0	Cluster 1
5534	Master	47808.0	30	123	1	26	2	0	72	2	3	2	3	7	0	0	Spain	49	4013	2	3	224	10	1	Not Engaged	0	Cluster 1
6859	Graduation	29236.0	30	37	4	24	16	9	9	2	4	0	3	9	0	0	Spain	37	4025	1	2	99	9	0	Not Engaged	0	Cluster 1
271	Graduation	40590.0	30	154	0	50	6	11	37	5	3	4	3	6	0	0	Canada	55	4031	1	3	258	15	1	Not Engaged	0	Cluster 1
7699	Graduation	40590.0	30	154	0	50	6	11	37	5	3	4	3	6	0	0	Canada	55	4031	1	3	258	15	1	Not Engaged	0	Cluster 1
7832	Master	77520.0	30	940	44	396	0	88	58	1	8	7	7	4	1	0	Spain	65	4066	2	3	1526	23	3	Moderately Engaged	2	Cluster 3
938	Graduation	40211.0	30	51	1	7	2	1	25	2	2	1	2	8	0	0	Spain	43	4095	2	4	87	7	1	Not Engaged	0	Cluster 1
7873	PhD	63516.0	30	141	11	114	15	14	5	4	4	1	7	5	0	0	Canada	51	4119	2	4	300	16	0	Not Engaged	1	Cluster 2
9967	Graduation	53034.0	30	160	15	196	15	11	50	8	6	1	7	8	0	0	USA	50	4156	1	3	447	22	0	Not Engaged	1	Cluster 2
1087	Master	22669.0	30	16	14	36	37	22	48	3	4	1	2	9	1	0	Spain	49	4164	2	3	173	10	0	Not Engaged	0	Cluster 1
8314	Graduation	79908.0	30	557	129	761	29	185	111	1	5	6	7	2	0	0	Spain	42	4211	2	2	1772	19	1	Not Engaged	2	Cluster 3
3762	PhD	69867.0	30	196	0	512	33	130	54	1	3	5	8	1	1	0	Saudi Arabia	38	4214	1	1	925	17	1	Not Engaged	2	Cluster 3
10383	Graduation	70287.0	30	295	35	482	121	120	40	1	5	5	10	3	1	0	Australia	58	4214	1	1	1093	21	0	Not Engaged	2	Cluster 3
6798	Graduation	37070.0	30	231	7	137	4	15	39	9	5	1	8	7	1	0	Saudi Arabia	58	4227	1	3	433	23	0	Not Engaged	1	Cluster 2
4168	Graduation	37070.0	30	231	7	137	4	15	39	9	5	1	8	7	1	0	Spain	58	4227	1	3	433	23	0	Not Engaged	1	Cluster 2
6690	Master	38179.0	30	38	4	22	4	2	20	4	3	1	3	7	0	0	Saudi Arabia	58	4233	2	4	90	11	0	Not Engaged	0	Cluster 1
10602	Graduation	39922.0	30	29	12	59	19	1	36	2	3	0	4	8	0	0	India	41	4261	2	3	156	9	0	Not Engaged	0	Cluster 1
3220	Graduation	39922.0	30	29	12	59	19	1	36	2	3	0	4	8	0	0	Germany	41	4261	2	3	156	9	0	Not Engaged	0	Cluster 1
5424	Graduation	39922.0	30	29	12	59	19	1	36	2	3	0	4	8	0	0	Saudi Arabia	41	4261	2	3	156	9	0	Not Engaged	0	Cluster 1
7488	Master	64191.0	30	420	15	186	151	38	15	3	5	3	13	3	0	0	Spain	61	4284	1	2	825	24	0	Not Engaged	1	Cluster 2
5289	2n Cycle	41658.0	30	8	4	12	15	4	29	2	1	1	2	4	0	0	Australia	49	4358	1	3	72	6	0	Not Engaged	0	Cluster 1
347	Graduation	40780.0	30	229	27	71	13	3	34	4	7	1	5	9	0	0	Canada	48	4420	1	2	377	17	0	Not Engaged	1	Cluster 2
5236	Graduation	77568.0	30	1230	0	396	232	178	158	1	10	2	8	5	0	0	Spain	45	4434	2	3	2194	21	3	Moderately Engaged	2	Cluster 3
9478	Graduation	66503.0	30	91	64	128	65	3	50	2	4	3	6	3	0	0	Spain	39	4445	1	2	401	15	0	Not Engaged	1	Cluster 2
477	Graduation	83512.0	31	1060	61	835	80	20	101	1	4	7	10	1	1	0	Spain	38	3773	2	2	2157	22	4	Highly Engaged	2	Cluster 3
7411	PhD	31686.0	31	11	0	5	0	0	1	2	1	0	3	6	0	0	Saudi Arabia	60	3785	2	4	17	6	0	Not Engaged	0	Cluster 1
3107	Graduation	71322.0	31	121	24	124	24	15	42	1	4	1	7	2	0	0	Australia	48	3819	2	3	350	13	0	Not Engaged	0	Cluster 1
7437	Graduation	27938.0	31	13	0	8	2	1	5	1	1	0	4	3	0	0	Australia	36	3823	1	2	29	6	0	Not Engaged	0	Cluster 1
255	Graduation	22263.0	31	17	0	2	0	0	2	2	1	0	3	6	0	1	Spain	73	3852	1	3	21	6	0	Not Engaged	0	Cluster 1
3790	Graduation	34633.0	31	8	1	5	0	0	1	1	1	0	2	6	0	0	Saudi Arabia	68	3918	2	5	15	4	0	Not Engaged	0	Cluster 1
749	Graduation	42162.0	31	46	7	59	2	4	27	2	3	1	3	6	1	0	Spain	43	3983	2	3	145	9	1	Not Engaged	0	Cluster 1
1503	PhD	162397.0	31	85	1	16	2	1	2	0	0	0	1	1	0	0	Spain	48	4152	2	4	107	1	0	Not Engaged	0	Cluster 1
8650	Graduation	54162.0	31	5	6	10	6	5	10	1	1	0	3	4	0	0	Spain	46	4229	1	3	42	5	0	Not Engaged	0	Cluster 1
607	2n Cycle	41769.0	31	302	29	131	32	0	27	6	8	1	7	8	0	0	India	69	4262	1	2	521	22	0	Not Engaged	1	Cluster 2
1008	PhD	44953.0	31	728	17	133	11	8	124	1	7	3	13	6	0	0	Germany	43	4316	2	2	1021	24	1	Not Engaged	1	Cluster 2
9396	PhD	37717.0	31	9	0	6	4	1	5	1	1	0	2	9	0	0	Saudi Arabia	46	4344	2	3	25	4	0	Not Engaged	0	Cluster 1
933	PhD	37717.0	31	9	0	6	4	1	5	1	1	0	2	9	0	0	Spain	46	4344	2	3	25	4	0	Not Engaged	0	Cluster 1
5710	Graduation	40548.0	31	110	0	5	2	0	3	2	2	1	4	5	0	0	Australia	54	4388	2	3	120	9	1	Not Engaged	0	Cluster 1
2882	2n Cycle	67893.0	31	711	28	142	49	18	47	2	3	2	9	8	0	0	Saudi Arabia	49	4397	1	2	995	16	0	Not Engaged	1	Cluster 2
2379	Graduation	69267.0	31	778	44	499	95	73	146	2	3	4	5	7	1	0	Saudi Arabia	71	4406	1	1	1635	14	0	Not Engaged	2	Cluster 3
5342	Basic	9548.0	31	0	1	3	10	6	9	2	1	0	3	8	0	0	Canada	48	4451	1	2	29	6	0	Not Engaged	0	Cluster 1
3262	Graduation	68281.0	31	995	112	417	42	48	41	1	2	9	13	5	1	0	Spain	66	4452	1	1	1655	25	0	Not Engaged	2	Cluster 3
5832	2n Cycle	92556.0	32	493	183	352	184	23	28	0	3	5	13	0	0	0	Spain	64	3831	2	2	1263	21	0	Not Engaged	2	Cluster 3
5025	Graduation	48526.0	32	23	17	23	43	20	9	1	2	1	4	3	0	0	Spain	45	3948	1	2	135	8	0	Not Engaged	0	Cluster 1
569	Graduation	90273.0	32	704	129	853	120	74	111	1	5	6	7	2	1	0	Spain	33	3958	1	1	1991	19	3	Moderately Engaged	2	Cluster 3
3102	2n Cycle	19414.0	32	2	3	12	3	5	7	1	1	0	3	8	0	0	Canada	43	4017	2	3	32	5	0	Not Engaged	0	Cluster 1
9449	PhD	79761.0	32	415	5	124	15	35	11	1	5	2	11	3	0	0	Saudi Arabia	66	4029	1	2	605	19	0	Not Engaged	1	Cluster 2
8104	PhD	53312.0	32	241	0	12	0	0	25	1	5	1	5	7	0	0	Spain	73	4085	2	2	278	12	0	Not Engaged	0	Cluster 1
75	2n Cycle	41039.0	32	34	11	137	179	61	45	1	8	1	5	8	0	0	USA	42	4100	2	2	467	15	0	Not Engaged	1	Cluster 2
6421	Graduation	88347.0	32	1050	178	555	77	138	118	1	4	7	9	1	0	0	Spain	63	4122	2	2	2116	21	1	Not Engaged	2	Cluster 3
3037	PhD	50150.0	32	135	46	92	65	61	11	2	5	2	7	5	0	0	Canada	41	4135	2	2	410	16	0	Not Engaged	1	Cluster 2
4698	PhD	50150.0	32	135	46	92	65	61	11	2	5	2	7	5	0	0	Spain	41	4135	2	2	410	16	0	Not Engaged	1	Cluster 2
948	Graduation	10245.0	32	4	7	7	6	4	13	3	1	2	2	5	0	0	Spain	53	4171	1	2	41	8	0	Not Engaged	0	Cluster 1
6177	PhD	33454.0	32	76	10	56	3	1	23	2	4	0	4	8	0	0	USA	39	4178	2	3	169	10	0	Not Engaged	0	Cluster 1
3517	Graduation	40887.0	32	50	4	44	10	10	43	3	3	1	3	9	1	0	Spain	72	4180	1	3	161	10	0	Not Engaged	0	Cluster 1
3491	Graduation	55914.0	32	384	60	364	119	101	232	4	11	6	8	7	0	0	USA	49	4187	2	3	1260	29	0	Not Engaged	2	Cluster 3
7610	Graduation	37292.0	32	275	0	86	10	23	66	5	6	3	5	8	0	0	Spain	41	4198	2	3	460	19	0	Not Engaged	1	Cluster 2
4377	Graduation	52914.0	32	254	10	44	30	10	227	2	7	3	3	7	0	0	Canada	53	4299	2	3	575	15	1	Not Engaged	1	Cluster 2
9850	2n Cycle	24884.0	32	3	6	7	0	0	3	1	0	0	3	7	0	0	Spain	52	4338	2	3	19	4	0	Not Engaged	0	Cluster 1
5544	Graduation	67384.0	32	957	40	175	158	53	107	2	7	8	5	5	0	0	Spain	54	4357	1	2	1490	22	1	Not Engaged	2	Cluster 3
6497	Graduation	51651.0	32	293	6	23	13	6	92	4	6	2	5	8	0	0	Australia	64	4360	2	3	433	17	0	Not Engaged	1	Cluster 2
4543	Graduation	82497.0	32	777	129	573	216	21	203	1	2	7	9	4	0	0	Saudi Arabia	44	4367	2	2	1919	19	1	Not Engaged	2	Cluster 3
5117	2n Cycle	32632.0	32	63	151	137	153	19	53	2	4	4	8	5	0	0	Spain	61	4457	2	2	576	18	0	Not Engaged	2	Cluster 3
1448	Master	33562.0	33	21	12	12	0	3	3	3	2	0	4	4	0	0	India	61	3765	2	5	51	9	0	Not Engaged	0	Cluster 1
6887	Graduation	79146.0	33	245	16	223	21	43	16	2	8	1	8	6	0	0	Germany	57	3827	1	3	564	19	0	Not Engaged	1	Cluster 2
7500	Graduation	79146.0	33	245	16	223	21	43	16	2	8	1	8	6	0	0	Spain	57	3827	1	3	564	19	0	Not Engaged	1	Cluster 2
